Image,Class ID,Confidence,x_center,y_center,width,height
@DoctorsET_64.jpg,0,0.916745,0.729688,0.546528,0.3125,0.906944
@DoctorsET_64.jpg,0,0.921891,0.269141,0.538889,0.380469,0.922222
@EAHCI_1621.jpg,0,0.268344,0.566016,0.621875,0.0476562,0.408333
@EAHCI_1621.jpg,0,0.303931,0.554297,0.5,0.0289063,0.0979167
@EAHCI_1621.jpg,61,0.391137,0.971094,0.951042,0.05625,0.0979167
@EAHCI_1621.jpg,27,0.442254,0.470703,0.55625,0.0304688,0.147917
@EAHCI_1621.jpg,0,0.589172,0.610547,0.653646,0.0929687,0.523958
@EAHCI_1621.jpg,0,0.714768,0.520312,0.629687,0.084375,0.411458
@EAHCI_1621.jpg,0,0.815078,0.664453,0.680208,0.116406,0.589583
@EAHCI_1621.jpg,0,0.818505,0.775391,0.684375,0.189844,0.620833
@EAHCI_1621.jpg,0,0.846615,0.461719,0.669271,0.13125,0.536458
@EAHCI_1621.jpg,0,0.854711,0.212109,0.702604,0.153906,0.592708
@EAHCI_1621.jpg,0,0.862316,0.148438,0.704167,0.13125,0.591667
@EAHCI_1621.jpg,0,0.89893,0.323828,0.668229,0.217969,0.661458
@EAHCI_2092.jpg,0,0.594049,0.190055,0.459766,0.249724,0.169531
@EAHCI_2092.jpg,0,0.821811,0.183978,0.135937,0.343646,0.240625
@EAHCI_2092.jpg,0,0.8726,0.875138,0.871094,0.249724,0.232812
@CheMed123_82.jpg,39,0.681429,0.350926,0.574074,0.151852,0.275926
@CheMed123_82.jpg,64,0.70895,0.778241,0.909722,0.0935185,0.0990741
@CheMed123_82.jpg,39,0.721185,0.501852,0.549074,0.164815,0.32963
@CheMed123_82.jpg,39,0.850647,0.646296,0.575,0.137037,0.274074
@lobelia4cosmetics_14493.jpg,46,0.326344,0.291128,0.940138,0.0913006,0.0852713
@lobelia4cosmetics_14493.jpg,45,0.757747,0.367356,0.780792,0.374677,0.233419
@EAHCI_2545.jpg,0,0.51034,0.689712,0.592969,0.277655,0.207813
@EAHCI_2545.jpg,0,0.652361,0.798119,0.802734,0.403761,0.386719
@EAHCI_1479.jpg,0,0.275498,0.565625,0.622396,0.046875,0.407292
@EAHCI_1479.jpg,0,0.302572,0.554688,0.500521,0.0296875,0.0989583
@EAHCI_1479.jpg,61,0.392506,0.971094,0.951042,0.05625,0.0979167
@EAHCI_1479.jpg,27,0.453247,0.470703,0.555729,0.0304688,0.146875
@EAHCI_1479.jpg,0,0.589432,0.610156,0.654688,0.090625,0.528125
@EAHCI_1479.jpg,0,0.725413,0.519922,0.629167,0.0835937,0.408333
@EAHCI_1479.jpg,0,0.813839,0.664453,0.679688,0.116406,0.590625
@EAHCI_1479.jpg,0,0.814287,0.776172,0.684896,0.188281,0.621875
@EAHCI_1479.jpg,0,0.851571,0.461719,0.669792,0.129688,0.535417
@EAHCI_1479.jpg,0,0.855126,0.2125,0.703125,0.153125,0.59375
@EAHCI_1479.jpg,0,0.863958,0.148438,0.704687,0.13125,0.590625
@EAHCI_1479.jpg,0,0.899245,0.323828,0.667708,0.217969,0.660417
@lobelia4cosmetics_14791.jpg,73,0.462237,0.77767,0.661165,0.102913,0.634951
@lobelia4cosmetics_14791.jpg,15,0.48672,0.484466,0.139806,0.153398,0.128155
@EAHCI_2600.jpg,0,0.530028,0.780556,0.48287,0.37963,0.782407
@yetenaweg_523.jpg,0,0.8179,0.184993,0.45625,0.369985,0.4
@EAHCI_2061.jpg,73,0.274147,0.673248,0.603704,0.103185,0.559259
@EAHCI_2061.jpg,73,0.316953,0.671338,0.551852,0.0789809,0.0925926
@EAHCI_2061.jpg,0,0.320138,0.445223,0.383333,0.0700637,0.185185
@EAHCI_2061.jpg,0,0.344397,0.332484,0.590741,0.0764331,0.57037
@EAHCI_2061.jpg,0,0.351874,0.575796,0.365741,0.11465,0.209259
@EAHCI_2061.jpg,0,0.419385,0.83121,0.572222,0.0929936,0.581481
@EAHCI_2061.jpg,0,0.505257,0.673248,0.607407,0.103185,0.566667
@EAHCI_2061.jpg,0,0.711122,0.293631,0.606481,0.103185,0.568519
@EAHCI_2061.jpg,0,0.75306,0.378344,0.606481,0.0993631,0.564815
@EAHCI_2061.jpg,0,0.758476,0.893631,0.571296,0.161783,0.627778
@EAHCI_2061.jpg,0,0.821787,0.766879,0.584259,0.107006,0.57963
@EAHCI_2061.jpg,0,0.84293,0.477707,0.614815,0.117197,0.562963
@EAHCI_2061.jpg,0,0.861219,0.212102,0.615741,0.123567,0.564815
@EAHCI_2061.jpg,0,0.876123,0.574522,0.603704,0.109554,0.555556
@EAHCI_2061.jpg,0,0.931677,0.0923567,0.623148,0.149045,0.627778
@DoctorsET_159.jpg,46,0.760846,0.466292,0.224719,0.589888,0.390449
@DoctorsET_819.jpg,0,0.944883,0.472656,0.530556,0.354688,0.936111
@lobelia4cosmetics_15153.jpg,39,0.370264,0.668125,0.625,0.26125,0.705
@DoctorsET_101.jpg,75,0.626154,0.580859,0.696,0.557031,0.573333
@EAHCI_2018.jpg,0,0.310793,0.429297,0.465104,0.0617188,0.192708
@EAHCI_2018.jpg,0,0.387649,0.487891,0.469792,0.0867188,0.202083
@EAHCI_2018.jpg,0,0.491987,0.278125,0.5,0.0828125,0.283333
@EAHCI_2018.jpg,0,0.602016,0.417188,0.607292,0.0890625,0.20625
@EAHCI_2018.jpg,0,0.609009,0.491016,0.604688,0.0804688,0.226042
@EAHCI_2018.jpg,0,0.61089,0.335156,0.529167,0.0734375,0.366667
@EAHCI_2018.jpg,0,0.619501,0.196484,0.499479,0.0851562,0.294792
@EAHCI_2018.jpg,0,0.621587,0.752734,0.564583,0.0773437,0.360417
@EAHCI_2018.jpg,0,0.689975,0.560156,0.563542,0.071875,0.329167
@EAHCI_2018.jpg,0,0.706309,0.688281,0.560417,0.071875,0.341667
@EAHCI_2018.jpg,0,0.707424,0.104297,0.464063,0.114844,0.301042
@EAHCI_2018.jpg,0,0.768518,0.226562,0.651042,0.117188,0.264583
@EAHCI_2018.jpg,0,0.777174,0.623438,0.556771,0.075,0.340625
@EAHCI_2018.jpg,0,0.828156,0.817187,0.582292,0.078125,0.379167
@EAHCI_2018.jpg,0,0.839407,0.0929687,0.654688,0.148438,0.311458
@EAHCI_2018.jpg,0,0.856462,0.892187,0.596354,0.114063,0.405208
@EAHCI_1726.jpg,67,0.294691,0.749479,0.323438,0.471875,0.392188
@EAHCI_1726.jpg,39,0.386858,0.188021,0.386719,0.046875,0.0875
@EAHCI_1726.jpg,39,0.434028,0.504687,0.573828,0.090625,0.0945313
@EAHCI_1726.jpg,0,0.449165,0.893229,0.94375,0.211458,0.1125
@EAHCI_1726.jpg,39,0.570422,0.145833,0.394531,0.0479167,0.115625
@EAHCI_1726.jpg,39,0.652713,0.114063,0.390234,0.0364583,0.108594
@EAHCI_1726.jpg,0,0.759322,0.288021,0.683984,0.576042,0.632031
@EAHCI_1726.jpg,62,0.834802,0.749479,0.340625,0.463542,0.421875
@lobelia4cosmetics_15165.jpg,0,0.301428,0.560547,0.738281,0.0585938,0.146484
@lobelia4cosmetics_15165.jpg,0,0.397497,0.550781,0.714844,0.0371094,0.113281
@lobelia4cosmetics_15165.jpg,39,0.552931,0.648438,0.568848,0.246094,0.538086
@lobelia4cosmetics_15165.jpg,0,0.580514,0.581543,0.753418,0.0712891,0.129883
@lobelia4cosmetics_15165.jpg,0,0.585273,0.472656,0.684082,0.105469,0.295898
@lobelia4cosmetics_15165.jpg,0,0.647013,0.623535,0.727051,0.0732422,0.137695
@lobelia4cosmetics_15165.jpg,0,0.783029,0.391113,0.633301,0.0986328,0.178711
@lobelia4cosmetics_15165.jpg,0,0.837816,0.30127,0.658691,0.133789,0.143555
@lobelia4cosmetics_14346.jpg,0,0.861932,0.628225,0.590234,0.240031,0.299219
@EAHCI_1874.jpg,0,0.42338,0.277083,0.460185,0.0291667,0.0574074
@EAHCI_1874.jpg,40,0.424265,0.409028,0.598148,0.0847222,0.422222
@EAHCI_1874.jpg,26,0.483207,0.845139,0.584259,0.0930556,0.135185
@EAHCI_1874.jpg,0,0.776263,0.411806,0.610185,0.0958333,0.446296
@EAHCI_1874.jpg,0,0.835469,0.477778,0.60463,0.102778,0.461111
@EAHCI_1874.jpg,0,0.844774,0.245833,0.613889,0.0944444,0.42037
@EAHCI_1874.jpg,0,0.84682,0.6625,0.634259,0.113889,0.494444
@EAHCI_1874.jpg,0,0.867772,0.0756944,0.639815,0.0875,0.412963
@EAHCI_1874.jpg,0,0.868409,0.777083,0.641667,0.131944,0.557407
@EAHCI_1874.jpg,0,0.868724,0.163194,0.630556,0.118056,0.409259
@EAHCI_1874.jpg,0,0.869583,0.327083,0.624074,0.101389,0.411111
@EAHCI_1874.jpg,0,0.882025,0.574306,0.597222,0.104167,0.483333
@EAHCI_1874.jpg,0,0.908201,0.924306,0.668519,0.143056,0.640741
@CheMed123_29.jpg,3,0.421332,0.554696,0.585547,0.256354,0.400781
@CheMed123_29.jpg,29,0.641222,0.646409,0.741797,0.240884,0.177344
@CheMed123_29.jpg,0,0.647586,0.235912,0.393359,0.465193,0.713281
@lobelia4cosmetics_14575.jpg,73,0.40657,0.491495,0.475515,0.287113,0.919072
@DoctorsET_813.jpg,41,0.725538,0.535547,0.815278,0.0648438,0.141667
@DoctorsET_813.jpg,41,0.816821,0.280469,0.83125,0.059375,0.154167
@DoctorsET_813.jpg,0,0.86527,0.203125,0.583333,0.3375,0.736111
@DoctorsET_813.jpg,0,0.954226,0.786719,0.565278,0.360938,0.833333
@EAHCI_1663.jpg,56,0.509404,0.476562,0.860937,0.605208,0.276563
@EAHCI_1663.jpg,62,0.511976,0.509896,0.319531,0.226042,0.134375
@EAHCI_1663.jpg,56,0.543745,0.0541667,0.598047,0.108333,0.283594
@EAHCI_1663.jpg,63,0.557314,0.428125,0.864062,0.516667,0.271875
@EAHCI_1663.jpg,0,0.591501,0.692708,0.639453,0.610417,0.571094
@EAHCI_1663.jpg,0,0.730115,0.288542,0.573047,0.470833,0.797656
@EAHCI_2058.jpg,9,0.302453,0.50221,0.406641,0.469613,0.367969
@yetenaweg_312.jpg,0,0.812827,0.344531,0.58125,0.207813,0.379167
@yetenaweg_312.jpg,0,0.891515,0.633984,0.568056,0.171094,0.347222
@DoctorsET_563.jpg,0,0.296465,0.436328,0.602233,0.0710938,0.238543
@DoctorsET_563.jpg,0,0.364676,0.538281,0.561692,0.346875,0.683901
@DoctorsET_563.jpg,0,0.700212,0.230078,0.589307,0.0710938,0.290247
@EAHCI_1999.jpg,0,0.486226,0.484375,0.503333,0.96875,0.983333
@DoctorsET_6.jpg,0,0.666573,0.0644531,0.545313,0.127344,0.886458
@DoctorsET_6.jpg,0,0.74898,0.489844,0.505729,0.101562,0.259375
@DoctorsET_6.jpg,0,0.758873,0.569141,0.5125,0.107031,0.285417
@DoctorsET_6.jpg,0,0.802006,0.378906,0.528646,0.101562,0.336458
@DoctorsET_6.jpg,0,0.853412,0.174609,0.551042,0.322656,0.845833
@DoctorsET_6.jpg,0,0.877812,0.880469,0.522396,0.239063,0.532292
@lobelia4cosmetics_14466.jpg,73,0.299695,0.50141,0.494531,0.343045,0.925
@DoctorsET_762.jpg,41,0.431039,0.592969,0.607639,0.03125,0.0597222
@DoctorsET_762.jpg,0,0.518816,0.849609,0.629167,0.135156,0.694444
@DoctorsET_762.jpg,0,0.832725,0.209766,0.563194,0.105469,0.426389
@DoctorsET_762.jpg,0,0.87112,0.714844,0.665972,0.1625,0.659722
@lobelia4cosmetics_14863.jpg,46,0.290595,0.6145,0.8085,0.043,0.033
@lobelia4cosmetics_14863.jpg,0,0.347362,0.506,0.275,0.414,0.492
@lobelia4cosmetics_14863.jpg,46,0.394987,0.511,0.764,0.2,0.098
@lobelia4cosmetics_14863.jpg,45,0.402801,0.514,0.7845,0.52,0.415
@DoctorsET_527.jpg,0,0.828709,0.208594,0.5625,0.239063,0.6
@DoctorsET_527.jpg,0,0.847064,0.432422,0.609722,0.235156,0.608333
@EAHCI_1597.jpg,0,0.275532,0.566016,0.621875,0.0476562,0.408333
@EAHCI_1597.jpg,0,0.299943,0.554688,0.500521,0.0296875,0.0989583
@EAHCI_1597.jpg,61,0.399854,0.970703,0.951042,0.0570313,0.0979167
@EAHCI_1597.jpg,27,0.443571,0.470703,0.555729,0.0304688,0.146875
@EAHCI_1597.jpg,0,0.592574,0.609766,0.653646,0.0898438,0.523958
@EAHCI_1597.jpg,0,0.71639,0.520312,0.629687,0.084375,0.411458
@EAHCI_1597.jpg,0,0.81644,0.664844,0.680208,0.117188,0.589583
@EAHCI_1597.jpg,0,0.817657,0.775781,0.683854,0.189063,0.621875
@EAHCI_1597.jpg,0,0.846499,0.461328,0.669271,0.130469,0.536458
@EAHCI_1597.jpg,0,0.851516,0.212109,0.703125,0.153906,0.59375
@EAHCI_1597.jpg,0,0.860356,0.148828,0.704167,0.132031,0.591667
@EAHCI_1597.jpg,0,0.89893,0.323438,0.66875,0.217187,0.660417
@lobelia4cosmetics_14230.jpg,0,0.542075,0.693333,0.700833,0.333333,0.538333
@lobelia4cosmetics_14945.jpg,39,0.651109,0.496,0.4945,0.302,0.863
@yetenaweg_815.jpg,51,0.492853,0.60375,0.47,0.11,0.08
@yetenaweg_815.jpg,51,0.573582,0.635625,0.535625,0.13875,0.11625
@yetenaweg_815.jpg,51,0.60434,0.5175,0.688125,0.1125,0.09125
@yetenaweg_815.jpg,51,0.741189,0.874375,0.663125,0.11625,0.10375
@yetenaweg_558.jpg,0,0.607157,0.818359,0.661979,0.302344,0.484375
@yetenaweg_558.jpg,27,0.765761,0.80625,0.879687,0.0796875,0.0489583
@EAHCI_2159.jpg,0,0.252621,0.749481,0.496484,0.102697,0.0804688
@EAHCI_2159.jpg,63,0.284015,0.749481,0.491406,0.0840249,0.0546875
@EAHCI_2159.jpg,73,0.377381,0.884336,0.499219,0.104772,0.05625
@EAHCI_2159.jpg,73,0.382237,0.748963,0.491797,0.0912863,0.0570313
@EAHCI_2159.jpg,0,0.396967,0.576764,0.356641,0.0539419,0.0851562
@EAHCI_2159.jpg,63,0.39712,0.69917,0.44375,0.0871369,0.05
@EAHCI_2159.jpg,0,0.40229,0.362552,0.335547,0.140042,0.110156
@EAHCI_2159.jpg,63,0.429625,0.883299,0.499219,0.102697,0.053125
@EAHCI_2159.jpg,0,0.471423,0.723548,0.523828,0.146266,0.369531
@EAHCI_2159.jpg,0,0.659002,0.821577,0.544922,0.147303,0.405469
@EAHCI_2159.jpg,0,0.679834,0.40612,0.507031,0.106846,0.36875
@EAHCI_2159.jpg,0,0.733272,0.321577,0.512891,0.136929,0.377344
@EAHCI_2159.jpg,0,0.738091,0.629668,0.489844,0.139004,0.334375
@EAHCI_2159.jpg,0,0.793635,0.52334,0.490625,0.137967,0.326562
@EAHCI_2159.jpg,0,0.794035,0.219398,0.492969,0.156639,0.410937
@EAHCI_2159.jpg,0,0.849464,0.0892116,0.516797,0.172199,0.452344
@EAHCI_2159.jpg,0,0.882629,0.919606,0.548047,0.160788,0.452344
@DoctorsET_259.jpg,1,0.441813,0.823611,0.38806,0.244444,0.173134
@DoctorsET_128.jpg,0,0.569455,0.342187,0.484927,0.154687,0.2205
@yetenaweg_1040.jpg,36,0.529196,0.677734,0.817187,0.583594,0.1875
@yetenaweg_1040.jpg,0,0.877887,0.747266,0.472656,0.344531,0.79375
@DoctorsET_74.jpg,32,0.296465,0.648126,0.358984,0.0266022,0.0117188
@DoctorsET_74.jpg,0,0.786235,0.312576,0.360547,0.281741,0.300781
@DoctorsET_74.jpg,0,0.915721,0.572551,0.339453,0.228537,0.280469
@lobelia4cosmetics_14979.jpg,73,0.462237,0.77767,0.661165,0.102913,0.634951
@lobelia4cosmetics_14979.jpg,15,0.48672,0.484466,0.139806,0.153398,0.128155
@EAHCI_1638.jpg,0,0.268386,0.566016,0.621875,0.0476562,0.408333
@EAHCI_1638.jpg,0,0.303837,0.554297,0.5,0.0289063,0.0979167
@EAHCI_1638.jpg,61,0.391192,0.971094,0.951042,0.05625,0.0979167
@EAHCI_1638.jpg,27,0.442201,0.470703,0.55625,0.0304688,0.147917
@EAHCI_1638.jpg,0,0.589206,0.610547,0.653646,0.0929687,0.523958
@EAHCI_1638.jpg,0,0.714723,0.520312,0.629687,0.084375,0.411458
@EAHCI_1638.jpg,0,0.815039,0.664453,0.680208,0.116406,0.589583
@EAHCI_1638.jpg,0,0.818568,0.775391,0.684375,0.189844,0.620833
@EAHCI_1638.jpg,0,0.846675,0.461719,0.669271,0.13125,0.536458
@EAHCI_1638.jpg,0,0.854705,0.212109,0.702604,0.153906,0.592708
@EAHCI_1638.jpg,0,0.862317,0.148438,0.704167,0.13125,0.591667
@EAHCI_1638.jpg,0,0.898944,0.323828,0.668229,0.217969,0.661458
@EAHCI_2471.jpg,0,0.596138,0.246923,0.581044,0.490769,0.541209
@EAHCI_2471.jpg,0,0.613146,0.590769,0.708791,0.738462,0.299451
@EAHCI_2471.jpg,62,0.868879,0.509231,0.472527,0.218462,0.217033
@EAHCI_1860.jpg,0,0.44531,0.148469,0.446301,0.296937,0.56961
@EAHCI_1860.jpg,0,0.48496,0.66245,0.629674,0.659121,0.740652
@EAHCI_1860.jpg,0,0.815128,0.44474,0.422832,0.364847,0.392204
@EAHCI_1860.jpg,0,0.87129,0.84221,0.317025,0.299601,0.279236
@EAHCI_1834.jpg,0,0.319811,0.894271,0.941406,0.196875,0.110937
@EAHCI_1834.jpg,39,0.420072,0.184375,0.396875,0.05625,0.109375
@EAHCI_1834.jpg,39,0.439115,0.501562,0.572266,0.0885417,0.0945313
@EAHCI_1834.jpg,39,0.553229,0.145313,0.394141,0.0447917,0.114844
@EAHCI_1834.jpg,39,0.629494,0.113542,0.390234,0.0375,0.108594
@EAHCI_1834.jpg,0,0.776996,0.289583,0.682813,0.579167,0.634375
@EAHCI_1834.jpg,62,0.828613,0.749479,0.339844,0.463542,0.41875
@DoctorsET_824.jpg,56,0.288332,0.877344,0.715278,0.245312,0.538889
@DoctorsET_824.jpg,36,0.646374,0.162109,0.948611,0.221094,0.0944444
@DoctorsET_824.jpg,0,0.881007,0.816797,0.590972,0.252344,0.818056
@DoctorsET_824.jpg,0,0.911637,0.491406,0.602083,0.190625,0.743056
@DoctorsET_824.jpg,0,0.916614,0.139453,0.578472,0.222656,0.759722
@lobelia4cosmetics_14881.jpg,39,0.681485,0.513,0.5595,0.392,0.727
@EAHCI_2157.jpg,73,0.264355,0.16713,0.652469,0.134259,0.159259
@EAHCI_2157.jpg,25,0.274928,0.923148,0.30679,0.151852,0.119753
@EAHCI_2157.jpg,0,0.28433,0.318981,0.412963,0.0601852,0.164198
@EAHCI_2157.jpg,26,0.353856,0.627778,0.619136,0.062963,0.107407
@EAHCI_2157.jpg,0,0.358028,0.39213,0.38642,0.0527778,0.153086
@EAHCI_2157.jpg,0,0.372499,0.824074,0.450617,0.0740741,0.254321
@EAHCI_2157.jpg,0,0.372779,0.487037,0.395679,0.0574074,0.137037
@EAHCI_2157.jpg,0,0.387198,0.923148,0.678395,0.15,0.633333
@EAHCI_2157.jpg,0,0.587526,0.703241,0.387654,0.0564815,0.125926
@EAHCI_2157.jpg,0,0.610841,0.369444,0.674074,0.118519,0.619753
@EAHCI_2157.jpg,0,0.633972,0.8625,0.672222,0.137963,0.630864
@EAHCI_2157.jpg,0,0.681435,0.455093,0.659259,0.110185,0.609877
@EAHCI_2157.jpg,0,0.690658,0.667593,0.657407,0.111111,0.598765
@EAHCI_2157.jpg,0,0.697893,0.561574,0.661111,0.149074,0.653086
@EAHCI_2157.jpg,0,0.729388,0.752778,0.659259,0.109259,0.577778
@EAHCI_2157.jpg,0,0.841139,0.259259,0.674074,0.155556,0.649383
@EAHCI_2157.jpg,0,0.851791,0.116667,0.659877,0.225926,0.67284
@yetenaweg_1094.jpg,33,0.545243,0.369141,0.338281,0.389844,0.454688
@DoctorsET_793.jpg,41,0.737661,0.401563,0.851389,0.0578125,0.144444
@DoctorsET_793.jpg,41,0.752506,0.259766,0.853472,0.0554687,0.151389
@DoctorsET_793.jpg,0,0.795399,0.402734,0.638889,0.253906,0.663889
@DoctorsET_793.jpg,0,0.922577,0.799219,0.567361,0.290625,0.823611
@yetenaweg_1159.jpg,73,0.272062,0.41875,0.57,0.3825,0.075
@yetenaweg_1159.jpg,28,0.842825,0.74,0.40375,0.3075,0.3875
@EAHCI_1558.jpg,0,0.271645,0.566016,0.622396,0.0476562,0.409375
@EAHCI_1558.jpg,0,0.304479,0.554297,0.5,0.0289063,0.0979167
@EAHCI_1558.jpg,61,0.396741,0.971094,0.951042,0.05625,0.0979167
@EAHCI_1558.jpg,27,0.443468,0.470703,0.55625,0.0304688,0.147917
@EAHCI_1558.jpg,0,0.587803,0.610547,0.654167,0.0929687,0.525
@EAHCI_1558.jpg,0,0.7169,0.520312,0.629687,0.084375,0.411458
@EAHCI_1558.jpg,0,0.814467,0.664453,0.680208,0.116406,0.589583
@EAHCI_1558.jpg,0,0.818243,0.775781,0.684375,0.189063,0.620833
@EAHCI_1558.jpg,0,0.845972,0.461719,0.669271,0.13125,0.536458
@EAHCI_1558.jpg,0,0.854612,0.212109,0.702604,0.153906,0.592708
@EAHCI_1558.jpg,0,0.86255,0.148438,0.704167,0.13125,0.591667
@EAHCI_1558.jpg,0,0.899167,0.323828,0.668229,0.217969,0.661458
@EAHCI_2048.jpg,27,0.421047,0.35842,0.737109,0.287865,0.477344
@EAHCI_2048.jpg,62,0.65349,0.273754,0.404687,0.391345,0.229687
@EAHCI_2048.jpg,0,0.882859,0.517404,0.520703,0.94826,0.938281
@EAHCI_2337.jpg,63,0.274587,0.435417,0.296484,0.148611,0.0367187
@EAHCI_2337.jpg,0,0.720189,0.380556,0.244922,0.2,0.122656
@EAHCI_2337.jpg,0,0.733037,0.288889,0.298438,0.288889,0.204688
@EAHCI_2337.jpg,0,0.78019,0.618056,0.264062,0.211111,0.1625
@EAHCI_2337.jpg,63,0.802054,0.430556,0.383594,0.25,0.125
@EAHCI_2337.jpg,0,0.87659,0.685417,0.312109,0.304167,0.225781
@lobelia4cosmetics_14855.jpg,39,0.446347,0.477619,0.483333,0.37619,0.717143
@EAHCI_2137.jpg,0,0.538741,0.680909,0.563438,0.630909,0.821282
@EAHCI_2137.jpg,0,0.76566,0.321364,0.496589,0.515455,0.971351
@CheMed123_78.jpg,46,0.284957,0.448448,0.569141,0.621951,0.169531
@CheMed123_78.jpg,0,0.453557,0.293237,0.757812,0.586474,0.464063
@CheMed123_78.jpg,0,0.493987,0.734479,0.734375,0.502217,0.290625
@lobelia4cosmetics_15157.jpg,54,0.268656,0.495909,0.645909,0.0736364,0.0627273
@lobelia4cosmetics_15157.jpg,46,0.321509,0.798636,0.434091,0.0809091,0.09
@EAHCI_2259.jpg,0,0.313809,0.429297,0.465104,0.0617188,0.192708
@EAHCI_2259.jpg,0,0.395213,0.487891,0.470313,0.0867188,0.203125
@EAHCI_2259.jpg,0,0.493142,0.278125,0.5,0.0828125,0.283333
@EAHCI_2259.jpg,0,0.604423,0.417188,0.607292,0.0890625,0.20625
@EAHCI_2259.jpg,0,0.611869,0.491016,0.604688,0.0804688,0.226042
@EAHCI_2259.jpg,0,0.612248,0.335156,0.529167,0.0734375,0.366667
@EAHCI_2259.jpg,0,0.62028,0.752734,0.564583,0.0773437,0.360417
@EAHCI_2259.jpg,0,0.621137,0.196484,0.499479,0.0851562,0.294792
@EAHCI_2259.jpg,0,0.691397,0.560156,0.563542,0.071875,0.329167
@EAHCI_2259.jpg,0,0.706491,0.104297,0.464583,0.114844,0.302083
@EAHCI_2259.jpg,0,0.710971,0.688281,0.560417,0.071875,0.341667
@EAHCI_2259.jpg,0,0.769611,0.226562,0.651042,0.117188,0.264583
@EAHCI_2259.jpg,0,0.777176,0.623438,0.556771,0.075,0.340625
@EAHCI_2259.jpg,0,0.827949,0.817187,0.582292,0.0796875,0.377083
@EAHCI_2259.jpg,0,0.839611,0.0929687,0.654688,0.148438,0.311458
@EAHCI_2259.jpg,0,0.85756,0.892187,0.596354,0.114063,0.405208
@yetenaweg_1042.jpg,0,0.376473,0.178516,0.472656,0.211719,0.139062
@EAHCI_1722.jpg,66,0.261363,0.609896,0.686719,0.248958,0.109375
@EAHCI_1722.jpg,39,0.321306,0.503646,0.573828,0.0885417,0.0929687
@EAHCI_1722.jpg,39,0.434696,0.1875,0.382812,0.0458333,0.0796875
@EAHCI_1722.jpg,0,0.485056,0.892708,0.941797,0.202083,0.110156
@EAHCI_1722.jpg,39,0.540402,0.146875,0.393359,0.0458333,0.113281
@EAHCI_1722.jpg,39,0.657298,0.113542,0.390234,0.0375,0.107031
@EAHCI_1722.jpg,0,0.755728,0.288542,0.685938,0.577083,0.628125
@EAHCI_1722.jpg,62,0.844376,0.749479,0.340625,0.463542,0.421875
@EAHCI_1887.jpg,0,0.272567,0.566016,0.621875,0.0476562,0.408333
@EAHCI_1887.jpg,0,0.302467,0.554297,0.500521,0.0289063,0.0989583
@EAHCI_1887.jpg,61,0.398279,0.970703,0.951042,0.0570313,0.0979167
@EAHCI_1887.jpg,27,0.441319,0.470703,0.555729,0.0304688,0.146875
@EAHCI_1887.jpg,0,0.592142,0.609766,0.653646,0.0898438,0.523958
@EAHCI_1887.jpg,0,0.717491,0.520312,0.629687,0.084375,0.411458
@EAHCI_1887.jpg,0,0.817036,0.664844,0.680208,0.117188,0.589583
@EAHCI_1887.jpg,0,0.81769,0.775781,0.683854,0.189063,0.621875
@EAHCI_1887.jpg,0,0.84682,0.461328,0.669271,0.130469,0.536458
@EAHCI_1887.jpg,0,0.851538,0.212109,0.703125,0.153906,0.59375
@EAHCI_1887.jpg,0,0.860287,0.148828,0.704167,0.132031,0.591667
@EAHCI_1887.jpg,0,0.89885,0.323438,0.66875,0.217187,0.660417
@lobelia4cosmetics_14192.jpg,39,0.332958,0.374609,0.557031,0.247656,0.7625
@lobelia4cosmetics_14691.jpg,39,0.332958,0.374609,0.557031,0.247656,0.7625
@lobelia4cosmetics_15101.jpg,75,0.292411,0.502,0.544,0.328,0.872
@EAHCI_2175.jpg,60,0.377411,0.442187,0.769922,0.461458,0.353906
@EAHCI_2175.jpg,56,0.383948,0.776563,0.817578,0.446875,0.355469
@EAHCI_2175.jpg,62,0.395241,0.821354,0.817969,0.351042,0.353125
@EAHCI_2175.jpg,39,0.690454,0.982292,0.583203,0.0333333,0.103906
@EAHCI_2175.jpg,63,0.714187,0.409896,0.580469,0.159375,0.120312
@EAHCI_2175.jpg,0,0.77955,0.781771,0.573828,0.413542,0.302344
@EAHCI_2175.jpg,39,0.791501,0.558333,0.6125,0.0520833,0.126563
@EAHCI_2175.jpg,39,0.822012,0.347396,0.603125,0.0447917,0.115625
@EAHCI_2175.jpg,0,0.887714,0.163542,0.597266,0.304167,0.696094
@EAHCI_2369.jpg,0,0.310726,0.965278,0.294536,0.0694444,0.103825
@EAHCI_2369.jpg,48,0.432335,0.478472,0.436066,0.0958333,0.0655738
@EAHCI_2369.jpg,0,0.744106,0.818056,0.311475,0.0861111,0.0808743
@EAHCI_2369.jpg,0,0.761014,0.614583,0.559563,0.3125,0.721311
@EAHCI_2369.jpg,0,0.898203,0.361806,0.565574,0.306944,0.704918
@yetenaweg_803.jpg,39,0.478341,0.984375,0.565104,0.028125,0.0927083
@yetenaweg_803.jpg,0,0.680059,0.289062,0.446875,0.203125,0.279167
@yetenaweg_803.jpg,0,0.732297,0.078125,0.469271,0.154687,0.344792
@yetenaweg_803.jpg,0,0.833537,0.417578,0.484375,0.347656,0.427083
@yetenaweg_803.jpg,0,0.854287,0.664453,0.479167,0.266406,0.508333
@EAHCI_1975.jpg,0,0.320965,0.894271,0.941406,0.196875,0.110937
